date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:37:45	15759/15759	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Jun%202019%2014:37:47%20GMT	https://www.careerki.com/%e0%a6%b2%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%ac%e0%a6%b0%e0%a7%87%e0%a6%9f%e0%a6%b0%e0%a6%bf-%e0%a6%ae%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%a8%e0%a7%87%e0%a6%9c%e0%a6%be%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%ae%e0%a7%87%e0%a6%a8%e0%a7%8d%e0%a6%9f%e0%a6%b8-%e0%a6%b6%e0%a6%bf%e0%a6%b2%e0%a7%8d%e0%a6%aa/	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/%e0%a6%b2%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%ac%e0%a6%b0%e0%a7%87%e0%a6%9f%e0%a6%b0%e0%a6%bf-%e0%a6%ae%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%a8%e0%a7%87%e0%a6%9c%e0%a6%be%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%ae%e0%a7%87%e0%a6%a8%e0%a7%8d%e0%a6%9f%e0%a6%b8-%e0%a6%b6%e0%a6%bf%e0%a6%b2%e0%a7%8d%e0%a6%aa/index.html	(from https://www.careerki.com/career-content/)
20:37:46	15799/15799	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Jun%202019%2014:37:47%20GMT	https://www.careerki.com/%e0%a6%87%e0%a6%a8%e0%a7%8d%e0%a6%9f%e0%a7%87%e0%a6%b2%e0%a7%87%e0%a6%95%e0%a6%9a%e0%a7%81%e0%a7%9f%e0%a6%be%e0%a6%b2-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%aa%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%9f%e0%a6%bf-%e0%a6%93-%e0%a6%95%e0%a6%aa%e0%a6%bf%e0%a6%b0%e0%a6%be%e0%a6%87%e0%a6%9f-%e0%a6%86%e0%a6%87%e0%a6%a8%e0%a7%87-%e0%a6%95%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%b0%e0%a6%bf%e0%a7%9f%e0%a6%be%e0%a6%b0/	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/%e0%a6%87%e0%a6%a8%e0%a7%8d%e0%a6%9f%e0%a7%87%e0%a6%b2%e0%a7%87%e0%a6%95%e0%a6%9a%e0%a7%81%e0%a7%9f%e0%a6%be%e0%a6%b2-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%aa%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%9f%e0%a6%bf-%e0%a6%93-%e0%a6%95%e0%a6%aa%e0%a6%bf%e0%a6%b0%e0%a6%be%e0%a6%87%e0%a6%9f-%e0%a6%86%e0%a6%87%e0%a6%a8%e0%a7%87-%e0%a6%95%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%b0%e0%a6%bf%e0%a7%9f%e0%a6%be%e0%a6%b0/index.html	(from https://www.careerki.com/career-content/)
20:37:46	25086/25086	---M--	200	added ('OK')	text/css	etag:%2261fe-58991a9e590d6%22	https://www.careerki.com/wp-content/plugins/wp-fsqm-pro/static/fonts/jquery.iconfont/jquery-ui.icon-font.min.css?ver=4.10.0	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/wp-content/plugins/wp-fsqm-pro/static/fonts/jquery.iconfont/jquery-ui.icon-font.min38b7.css	(from https://www.careerki.com/careerki-events/)
20:37:46	97325/97325	---M--	200	added ('OK')	text/css	etag:%2217c2d-58991a9e5a076%22	https://www.careerki.com/wp-content/plugins/wp-fsqm-pro/static/fonts/icomoon/icomoon.min.css?ver=4.10.0	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/wp-content/plugins/wp-fsqm-pro/static/fonts/icomoon/icomoon.min38b7.css	(from https://www.careerki.com/careerki-events/)
20:37:46	15629/15629	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Jun%202019%2014:37:47%20GMT	https://www.careerki.com/%e0%a6%b2%e0%a7%87%e0%a6%ab%e0%a6%9f%e0%a7%87%e0%a6%a8%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%9f/	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/%e0%a6%b2%e0%a7%87%e0%a6%ab%e0%a6%9f%e0%a7%87%e0%a6%a8%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%a8%e0%a7%8d%e0%a6%9f/index.html	(from https://www.careerki.com/career-content/)
20:37:47	4160/4160	---M--	200	added ('OK')	text/css	etag:%221040-58991a9e5fe37%22	https://www.careerki.com/wp-content/plugins/wp-fsqm-pro/static/front/css/animations/animate.css?ver=4.10.0	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/wp-content/plugins/wp-fsqm-pro/static/front/css/animations/animate38b7.css	(from https://www.careerki.com/careerki-events/)
20:37:48	6495/6495	---M--	200	added ('OK')	text/css	etag:%22195f-58991a9e9c6ff%22	https://www.careerki.com/wp-content/plugins/wp-fsqm-pro/bower_components/tooltipster/dist/css/tooltipster.bundle.min.css?ver=4.10.0	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/wp-content/plugins/wp-fsqm-pro/bower_components/tooltipster/dist/css/tooltipster.bundle.min38b7.css	(from https://www.careerki.com/careerki-events/)
20:37:48	16032/16032	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Jun%202019%2014:37:50%20GMT	https://www.careerki.com/%e0%a6%ac%e0%a7%8d%e0%a6%af%e0%a6%ac%e0%a6%b8%e0%a6%be%e0%a6%b0-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%b8%e0%a6%be%e0%a6%b0%e0%a7%87-%e0%a6%b8%e0%a7%8b%e0%a6%b6%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%b2-%e0%a6%ae%e0%a6%bf%e0%a6%a1%e0%a6%bf%e0%a7%9f%e0%a6%be/	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/%e0%a6%ac%e0%a7%8d%e0%a6%af%e0%a6%ac%e0%a6%b8%e0%a6%be%e0%a6%b0-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a6%b8%e0%a6%be%e0%a6%b0%e0%a7%87-%e0%a6%b8%e0%a7%8b%e0%a6%b6%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%b2-%e0%a6%ae%e0%a6%bf%e0%a6%a1%e0%a6%bf%e0%a7%9f%e0%a6%be/index.html	(from https://www.careerki.com/career-content/)
20:37:48	1684/1684	---M--	200	added ('OK')	text/css	etag:%22694-58991a9e9c6ff%22	https://www.careerki.com/wp-content/plugins/wp-fsqm-pro/bower_components/tooltipster/dist/css/plugins/tooltipster/sideTip/themes/tooltipster-sideTip-shadow.min.css?ver=4.10.0	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/wp-content/plugins/wp-fsqm-pro/bower_components/tooltipster/dist/css/plugins/tooltipster/sideTip/themes/tooltipster-sideTip-shadow.min38b7.css	(from https://www.careerki.com/careerki-events/)
20:37:48	17854/17854	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Jun%202019%2014:37:49%20GMT	https://www.careerki.com/%e0%a6%ab%e0%a6%bf%e0%a6%9c%e0%a6%bf%e0%a6%93%e0%a6%a5%e0%a7%87%e0%a6%b0%e0%a6%be%e0%a6%aa%e0%a6%bf%e0%a6%b8%e0%a7%8d%e0%a6%9f/	C:/Users/Khalidur/Desktop/career%20ki/www.careerki.com/%e0%a6%ab%e0%a6%bf%e0%a6%9c%e0%a6%bf%e0%a6%93%e0%a6%a5%e0%a7%87%e0%a6%b0%e0%a6%be%e0%a6%aa%e0%a6%bf%e0%a6%b8%e0%a7%8d%e0%a6%9f/index.html	(from https://www.careerki.com/career-content/)
